,tweet,dialect
3419,ننتقل للجواب الطبيعي، بخليه يجيب أهلي معو,Syria
3420,اشوفك تكتب انك كسير و مشتاق هو غيابي الي متعبك ولا صادف غيابي مع غياب غيري؟,Qatar
3421,قبل ١٠ سنين سالت اهلي عن النقانق قالولي هذا كبد معبينه هواء beer la buufiyey مدري بالضبط بس شكلهم كانو بيسكتوني,Somalia
3422,طيب انت الكبير خد بالك ، و كنت مستنيك انت تعيد بس عندي انا دي و كل ينه و انت طيب ي صاحبي و بصحه و سلامه ي رب,Tunisia
3423,نعملو فيه لربي، إجا عدي فكانس و الشعب يخلص...مصح ***** URL  …,Tunisia
3424, USER  ههههه اه و اذا البرشا خسر ف حطالب ب ايه حقي,Qatar
3425,ههههههههههه رجل اعمال كنت بوقتها,Jordan
3426,حححمدلله فيي اححد مثلي,Syria
3427,من حقج شكو بيهه,Iraq
3428, USER  عمرتك سلمك حجي ...,Libya
3429,هكا الثيقة ولا لوح هههههه  URL ,Tunisia
3430,عاشت ايدهم فكرة حلوة وتلخص اغلب المطالب بأسلوب رائع,Iraq
3431,احبيبي يا احمد,Egypt
3432,يلا ميخالف اتحمل,Iraq
3433,فالمدرسة اذا تأخرت يخليني اعملها ... كرهوني فيها وانا صغير URL  …,Saudi_Arabia
3434,بمووووت خلهم يتقبلوا سلبياتهم بالأول,Iraq
3435,ههههههه اي بحبن سوا,Syria
3436,الدكتور يقول عندش نقص فيتامين دي لازم تتعرضي للشمس حد يفهمه ما نشوف الشمس الا بعد شهرين,Oman
3437,بارك الله بيك وتحيه بااهلنا بجنوب اليمن,Iraq
3438,كثر الموت بالفترة الاخيرة وهالشعور يخوف حيل .. اللهم احسن خاتمتنا ):,Saudi_Arabia
3439,الله يباركلي فيك و السلام عليكم,Somalia
3440, USER  اه يا معلم,Egypt
3441,لا شوفي وهكي,Libya
3442,تعال عندي أبيك بــ سالفه قرّب / بـ آعلمك وش يسر القلب ويضرّه ؟ الحب تدري وشنهو اسأل مجرّب / الحب قهوة بدو حلوه وهي مرّه,Oman
3443,تجي إبالي ضحكتك ... واضحك وياها !!!,Iraq
3444,لالا في هذي مستحيل,Algeria
3445,سيم يا ميرا والله,Egypt
3446,حاصل ضرب الشوق واللهفة يساوى حاصل ضرب دقة القلب الى تطلع القلب من مكانه لما تشوفها عنيك فجأة,Egypt
3447,انتي اصلا متاكل من حياتك حته,Egypt
3448,من قال نا متشمت..,Libya
3449,الجيش الحر جاي من ورائكم كلكم ولن تتوقف عملية درع الفرات الى ان تلتمس جبهاتنامع جبهات النظام باللون الاحمر٤,Algeria
3450,مو صعبين بس منحفظ ماء وجهنا,Syria
3451,حظ رونالدو بشكل خاص وريال مدريد بشكل عام بخزي,Jordan
3452, USER  الحمد لله ع سلامتك يابو نوار,Syria
3453,واللي مو قد وعوده لا يكثر...حكي!,United_Arab_Emirates
3454,اي و الله مافي منها قشطة تسللم لك وييين عم تغيب أيهم!,Syria
3455,وش اسم المسابقه في اليوتيوب,Saudi_Arabia
3456,انا نيتى وحشة وقريت الكلام بنية وحشة,Egypt
3457,مادةى هوش نية مادةى هوشبه رة. يةعنى تلياك,Iraq
3458,اول ما قال الناحو ضحكت فشخ  URL  …,Syria
3459,مرحبااا مشروعنه للفلم شنو؟ بس نغني ايبفاني لو اكو أشياء بعد نسويهه؟,Iraq
3460,أووه من طيب أصلچ,Oman
3461,اهي هي دي الجروبات و لا بلاش,Egypt
3462,لا مجانت تصيح.. بس شكل انت جنت تصيح ولازلت,Iraq
3463,يا شُوق انا قلبي لهوف على الليالي المقبله,United_Arab_Emirates
3464,ياخوي محد ضربك ع ايدك قال لي تتابعني,Sudan
3465,يارب الي اقراه كذب,Saudi_Arabia
3466,Listen to سيد مكاوي_أوقاتي بتحلو - حفلة كامله by Classical Arab Music 2 #np on #SoundCloud  URL  …,Mauritania
3467,البرنامج دا بيفهم برده <3  URL ,Egypt
3468,Listen to شرين - كتير بنعشق ولا بنطول by Ibrahem Elmaghrapi #np on #SoundCloud  URL  …,Egypt
3469,من غير شتايم و ناس مخيفة بليز :D URL  …,Egypt
3470,رايي باين انا منكتبش,Algeria
3471,"""رجعتلكم بحلقة جديدة من سلسلة \""Let's Photoshop\"" :D .. حلقة تهم لجماعة الـ Photographie و لجماعة الـ Instagram و...  URL """,Tunisia
3472,ههههههههههههههههههههههههههه بعد هههههههههههههههههههه URL  …,Iraq
3473,الحمد لله على كل حاجة,Libya
3474,مالها دخل والله لو انها زينه كان بنقول معليه غيره,Saudi_Arabia
3475,ال Covoiturage ممنوع ال Paypal ما فماش ال AirBnb لا ال Drône لا ال Uber لا ال Amazon لا ال Mining لا ال Crowfunding لا ال Carte Internationale لا مسك العملة الأجنبية جريمة... وبعد يجي يعملك مؤتمر تونيزي ديجيطال باش تطلع مضمون ع الأنترنت ... طونس 3000 سنة حضارة منقول,Tunisia
3476,مقادير .. المصري هذا تبعك؟ والا اشد عليه,Saudi_Arabia
3477,هتبقى نفس مقابلتى الدكتور تقوى باذن الله,Egypt
3478,وانا اشتقتلك كتييير انت خلصي فحوصااات وانا كفو ل أي مشروع ان شاء الله,Syria
3479,ها #برشلونة تصدم محبيها بهده الصور  URL ,Morocco
3480,اكون قاعدة مع عيلتي الصغيرة هادا اكتر شي بيخليني مبسوطة URL  …,Palestine
3481,ياخ كونو يفكر في حاجة زي دي ، حاجة حلوة منو والله,Sudan
3482,تذكري في الإشاعة وقتها هههههه نخاف روشن يقعد مفتوح,Libya
3483,بعيداً عن أنه مهزل بروحه وبكرامته مهما كان الإنسان ضروري يحفظ قدره وكرامته فوق الحب وفوق كل شي ، لكن وجعني حرام مع أنه غبي لكن وجعلي قلبي شكله يحبها ومقهور.. وهي حيوانه كانت معشمته .,Libya
3484,بيزبطوا هدول هيك !!!,Palestine
3485,المفروض يحطونه بمتحف #جدعية ياابو تركي,Saudi_Arabia
3486,نفس الموضوع ولا راني أور سوجي؟,Algeria
3487,كورة سون في العارضة نقطة التحول  URL  …,Egypt
3488,روبيرتو حرام فيك تمريره زي كذا يا زق,Saudi_Arabia
3489,مافي بلنتي لو يموتون,United_Arab_Emirates
3490,اي الحلاوه دي  URL  …,Syria
3491,#ماذا_تعرف_عن_المغرب الزين ديال تافراوت وجنة تامزارگوت بوادي سوس وفاس أحسن ناس وأناقة الناس ديال الشمال.. وأشياء لا تعد ولا تحصي!,Mauritania
3492,ولا بقيت بقدر احادي و ادادي فحد الي عايزني فحياتو يستحملني زي منا و يبقى سلس معايا و ميبقاش معقد كل حاجه,Egypt
3493,يجينا موش يجيني  URL ,Tunisia
3494, USER  شخصياً لين شفتها ازيانت طبيعتي..,Mauritania
3495,الهاند باج بتاعتي ي بيه,Egypt
3496,"M'R, عرفك من جوجو و انت جدع والله و انا بحبك",Egypt
3497,أنا الحظيظ اللي بحبك تهنى.,United_Arab_Emirates
3498,هههههه عندك حق,Algeria
3499,باقي #يوم_و_4_ساعات لعيد ميلادج واني لازم اول وحده اعايدج قبل الكل كل عام وانتي بألف خير يا روحي ان شاء الله...  URL ,Iraq
3500, USER  ماتخفش مش هي,Egypt
3501,تسعة أعشار الذهب في الرئاسة.. حد ايلود لو في ابليدة اخري ذاهب.. ذاهب حتّ!,Mauritania
3502,كل عام وهمه بخزي وعار,Iraq
3503,انا بسأل النُجوم كل ليله عليك ..,Egypt
3504,خليها ساكته خليتني انجي من الوسيطة لعند شحات وتلفونك خارج التغطية بعدها قتلي روحت,Libya
3505,"""يا صاحبي \""لا تشاورني\"" على الرده ! لو كنت برد لك / رديت من مبطي .. . \""حنا انتهينا\"" وسامحني على الصده ! الوقت مخطي / وانا مثله بعد مخطي ..\""""",Kuwait
3506,لا هك صح نصابين,Libya
3507,ع كده الجنزوره دي تبقي بنت كمال الجنزوري؟,Egypt
3508,على بحري شمال.عكسو جنوب، و كان الشمال قصادك يمينك الشرق و عكسو الغرب URL  …,Sudan
3509,دلم بهركه نا كرى زوو,Iraq
3510,شلون شركة تونس ينرادلهم دريز,Iraq
3511,الناس ثلاثة أنواآاآع . . . . . ناس زيني . . . وناس تبي تكون زيني وناس مستحيل تكون زيني . . . اللهم زدني تواضعا,Libya
3512,الشهري فيه من ستايل ياسر ؟,Saudi_Arabia
3513,دايماً بنختار نضحي بأكتر ناس كان المفروض نحافظ عليهم ..,Lebanon
3514,حرفيا هتبقي سنه جديدة علي نضافه,Egypt
3515,غير اقعديلي هكي اني راضيه المهم متنسوديش,Libya
3516,امين يا رب و يخليكي ليا يا ميوي,Egypt
3517,شعب بو الرستاق شي مطعم اسمه براري الشام وين موقعه ؟ #اجازة,Oman
3518,والله ولا اكو كلهم موجودين بالعكس مو كلتلج اختفت السخافة يومين,Iraq
3519,احنا عايزين مراوح بتروش مايه  URL  …,Egypt
3520,صلاح وهو بيشرب كوفي في اون ذا ران بتاع ليفربول URL  …,Egypt
3521,يا رب ديما بالصحة و العافية,Egypt
3522,اوك الوعد بالميدان,Iraq
3523, USER  ده فى نفس الاية ؟؟ انا نزلت ف reply التفسير الخاص بالآية تحديدا,Egypt
3524,ربنا يسعدك دايما,Egypt
3525,• عن إنسآنةة نفسك تحكيلهآ : انتْي مش ملآحظةة إنه صرلنا فتره بعآد عنّ بعض ! م رآيفتلش ؟,Libya
3526,باكلها بره علفكره مالكيش فيه,Egypt
3527,والنعم منك ومن اصلك,Iraq
3528,صباح الخير .. حد عنده فكره اذا كان في فتره مسائيه لو عاوزه اجدد البطاقه او لا ؟,Egypt
3529,ارى ان وطنيتك في تويتر احسن منها في مجلس النواب هنا تستجدي العواطف وهناك تسرق اموالنا ولو كنت نزيه وشريف وانا استبعد ذلك لحضرت جلسة التصويت على قانون الانتخابات (لان دا تاخذ راتب بعد شكبرك تصير مهرج مضحكة طاح حظك اي والله وفوكاها دازلك زعاطيط يعلكون صورتك بالتحرير طايح الحظ أغبر,Iraq
3530,الي قال كده ده بيضحك عليكوا وبيحبلكوا الخير جامد,Syria
3531,يسلم لسانك على هالكلام  URL ,Palestine
3532, USER  يقولون رونالدو ارسل وسيط يتفاهم مع ميسي اذا عاوز يبيع كره من الكرات الذهبيه الاربعه عشان يسدد الاربع ملايين يورو !!!,Iraq
3533,لحظه ادور دموع وابكي لان تيارا والكوينز اتأثروا بكلام المبزره URL ,Iraq
3534,من بعدج بنتي,Iraq
3535,القهر أنك تدرس جميع سنوات عمرك في أخير تطلع عاطل عن العمل,Algeria
3536,كله مدايق من تويته العصبيه ياعمي,Egypt
